grammar,dev_av,dev_sd,tst_av,tst_sd
baseGrammar,98.978,2.336522201906074,100.192,1.8341363090021419
baseGrammar_permutation,81.559,2.028400601459188,82.304,1.6020998720429376
grammar42,30.198,0.5640531889813233,29.859,0.6423776148030064
grammar42_permutation,16.213,0.2547174905655284,16.233,0.30640006527414454
grammar53,93.392,2.193872375504098,93.57499999999999,1.778517641183242
grammar53_permutation,60.676,0.6456655480974645,61.281000000000006,0.9470422377064289
